title,Distributor,Genre,release_date,budget,Domestic Sales (in $),International Sales (in $),Domestic Sales (as % of total Revenue),International Sales (as % of total Revenue),Revenue,Profit/Loss,vote_average
Superman,Warner Bros.,"Action, Adventure, Sci-Fi",1978-12-13,55000000.0,134451603,166000000,44.75%,55.25%,300451603,245451603.0,6.9
The Rock,Walt Disney Studios Motion Pictures,"Action, Adventure, Thriller",1996-06-06,75000000.0,134069511,200993110,40.01%,59.99%,335062621,260062621.0,6.9
Mission: Impossible III,Paramount Pictures,"Action, Adventure, Thriller",2006-05-03,150000000.0,134029801,264449696,33.64%,66.36%,398479497,248479497.0,6.5
Grown Ups 2,Sony Pictures Entertainment (SPE),Comedy,2013-07-11,80000000.0,133668525,113315753,54.12%,45.88%,246984278,166984278.0,5.8
Troy,Warner Bros.,"Drama, History",2004-05-13,175000000.0,133378256,364031596,26.81%,73.19%,497409852,322409852.0,6.9
Angels & Demons,Sony Pictures Entertainment (SPE),"Action, Mystery, Thriller",2009-05-13,150000000.0,133375846,352554970,27.45%,72.55%,485930816,335930816.0,6.5
Alvin and the Chipmunks: Chipwrecked,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy, Music, Musical",2011-12-14,75000000.0,133110742,209584693,38.84%,61.16%,342695435,267695435.0,5.4
Bringing Down the House,Walt Disney Studios Motion Pictures,Comedy,2003-03-07,20000000.0,132716677,32013002,80.57%,19.43%,164729679,144729679.0,5.4
The Wolverine,Twentieth Century Fox,"Action, Sci-Fi",2013-07-23,120000000.0,132556852,282271394,31.95%,68.05%,414828246,294828246.0,6.3
The Departed,Warner Bros.,"Crime, Drama, Thriller",2006-10-05,90000000.0,132384315,159081058,45.42%,54.58%,291465373,201465373.0,7.9
Hulk,Universal Pictures,"Action, Sci-Fi",2003-06-19,137000000.0,132177234,113107931,53.89%,46.11%,245285165,108285165.0,5.3
Silver Linings Playbook,The Weinstein Company,"Comedy, Drama, Romance",2012-09-08,21000000.0,132092958,104319495,55.87%,44.13%,236412453,215412453.0,6.9
Minority Report,Twentieth Century Fox,"Action, Crime, Mystery, Sci-Fi, Thriller",2002-06-20,102000000.0,132072926,226300000,36.85%,63.15%,358372926,256372926.0,7.1
Fantastic 4: Rise of the Silver Surfer,Twentieth Century Fox,"Action, Adventure, Fantasy, Sci-Fi",2007-06-13,130000000.0,131921738,169991393,43.70%,56.30%,301913131,171913131.0,5.4
The Last Airbender,Paramount Pictures,"Action, Adventure, Family, Fantasy",2010-06-30,150000000.0,131772187,187941694,41.22%,58.78%,319713881,169713881.0,4.7
Rio 2,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Music, Musical",2014-03-19,103000000.0,131538435,367242682,26.37%,73.63%,498781117,395781117.0,6.3
Lara Croft: Tomb Raider,Paramount Pictures,"Action, Adventure, Fantasy, Thriller",2001-06-11,115000000.0,131168070,143535270,47.75%,52.25%,274703340,159703340.0,5.7
The Silence of the Lambs,Orion Pictures,"Crime, Drama, Horror, Thriller",1991-02-01,19000000.0,130742922,142000000,47.94%,52.06%,272742922,253742922.0,8.1
The Flintstones,Universal Pictures,"Comedy, Family, Fantasy",1994-05-26,46000000.0,130531208,211100000,38.21%,61.79%,341631208,295631208.0,5.0
Lethal Weapon 4,Warner Bros.,"Action, Crime, Thriller",1998-07-10,140000000.0,130444603,155000000,45.70%,54.30%,285444603,145444603.0,6.3
Get Smart,Warner Bros.,"Action, Adventure, Comedy",2008-06-19,80000000.0,130319208,100366245,56.49%,43.51%,230685453,150685453.0,6.0
The Peanuts Movie,Twentieth Century Fox,"Adventure, Animation, Comedy, Drama, Family",2015-11-05,99000000.0,130178411,116054702,52.87%,47.13%,246233113,147233113.0,6.5
American Gangster,Universal Pictures,"Biography, Crime, Drama",2007-11-02,100000000.0,130164645,139590785,48.25%,51.75%,269755430,169755430.0,7.4
American Beauty,DreamWorks Distribution,Drama,1999-09-15,15000000.0,130096601,226200000,36.51%,63.49%,356296601,341296601.0,7.9
The Nutty Professor,Universal Pictures,"Comedy, Romance, Sci-Fi",1996-06-26,54000000.0,128814019,145147000,47.02%,52.98%,273961019,219961019.0,5.4
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Twentieth Century Fox,Comedy,2006-11-01,18000000.0,128505958,134046935,48.94%,51.06%,262552893,244552893.0,6.5
Ghostbusters,Sony Pictures Entertainment (SPE),"Action, Comedy, Fantasy, Sci-Fi",2016-07-14,144000000.0,128350574,100796935,56.01%,43.99%,229147509,85147509.0,5.3
Robots,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Romance, Sci-Fi",2005-03-10,75000000.0,128200012,134311478,48.84%,51.16%,262511490,187511490.0,6.0
"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,"Action, Adventure, Drama, Fantasy, Romance",2000-10-01,17000000.0,128078872,85446864,59.98%,40.02%,213525736,196525736.0,7.2
Shutter Island,Paramount Pictures,"Mystery, Thriller",2010-02-18,80000000.0,128012934,166792763,43.42%,56.58%,294805697,214805697.0,7.8
Into the Woods,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Drama, Fantasy, Musical",2014-12-25,50000000.0,128002372,84900000,60.12%,39.88%,212902372,162902372.0,5.6
Enchanted,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Family, Fantasy, Musical, Romance",2007-11-20,85000000.0,127807262,212680574,37.54%,62.46%,340487836,255487836.0,6.6
The Curious Case of Benjamin Button,Paramount Pictures,"Drama, Fantasy, Romance",2008-11-24,150000000.0,127509326,208293460,37.97%,62.03%,335802786,185802786.0,7.3
Central Intelligence,Warner Bros.,"Action, Comedy, Crime",2016-06-15,50000000.0,127440871,89531672,58.74%,41.26%,216972543,166972543.0,6.2
Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,2013-12-18,50000000.0,127352707,46297224,73.34%,26.66%,173649931,123649931.0,6.0
Sweet Home Alabama,Walt Disney Studios Motion Pictures,"Comedy, Romance",2002-09-26,30000000.0,127223418,53399006,70.44%,29.56%,180622424,150622424.0,6.0
Dumb and Dumber,New Line Cinema,Comedy,1994-12-16,16000000.0,127175374,120100000,51.43%,48.57%,247275374,231275374.0,6.5
2 Fast 2 Furious,Universal Pictures,"Action, Crime, Thriller",2003-06-05,76000000.0,127154901,109195760,53.80%,46.20%,236350661,160350661.0,6.2
My Best Friend's Wedding,Sony Pictures Entertainment (SPE),"Comedy, Drama, Romance",1997-06-19,38000000.0,127120029,172168576,42.47%,57.53%,299288605,261288605.0,6.3
Super 8,Paramount Pictures,"Action, Mystery, Sci-Fi, Thriller",2011-06-08,50000000.0,127004179,133091807,48.83%,51.17%,260095986,210095986.0,6.6
The World Is Not Enough,Metro-Goldwyn-Mayer (MGM),"Action, Adventure, Thriller",1999-11-08,135000000.0,126943684,234888716,35.08%,64.92%,361832400,226832400.0,6.0
Lucy,Universal Pictures,"Action, Sci-Fi, Thriller",2014-07-14,40000000.0,126663600,332200000,27.60%,72.40%,458863600,418863600.0,6.3
